CtgID	LG	Start	End	Size
seqctg_638	LG2	40762378	41546088	783711
seqctg_639	LG1	51475999	52077909	601911
seqctg_640	LG2	41552119	42453769	901651
seqctg_641	LG0	90683518	91195109	511592
seqctg_642	LG5	21571795	22382050	810256
seqctg_643	LG3	40465964	40909537	443574
seqctg_644	LG4	29763595	30431791	668197
seqctg_645	LG0	91196642	92160768	964127
seqctg_646	LG1	52080918	52906932	826015
seqctg_647	LG0	92162687	93111247	948561
seqctg_648	LG1	52908221	53026880	118660
seqctg_649	LG3	40916061	41772571	856511
seqctg_650	LG5	22386080	23143278	757199
seqctg_651	LG1	53033159	53720137	686979
seqctg_652	LG0	93111695	93357309	245615
seqctg_653	LG10	2463486	3312628	849143
seqctg_654	LG1	53726787	54582196	855410
seqctg_655	LG2	42458091	42810091	352001
seqctg_656	LG6	13755595	13845787	90193
seqctg_657	LG1	54587886	55584946	997061
seqctg_658	LG0	93358664	93373611	14948
seqctg_659	LG0	93381752	93982368	600617
seqctg_660	LG0	93982829	94039319	56491
seqctg_661	LG0	94049280	94361975	312696
seqctg_662	LG2	42815892	42994129	178238
seqctg_663	LG8	10665889	10965254	299366
seqctg_664	LG6	13850634	13981775	131142
seqctg_665	LG0	94368858	94951432	582575
seqctg_666	LG0	94960578	94975289	14712
seqctg_667	LG2	42996090	43225451	229362
seqctg_668	LG5	23144819	23776899	632081
seqctg_669	LG1	55592968	55623620	30653
seqctg_670	LG1	55631431	56027086	395656
seqctg_671	LG0	94981105	95119704	138600
seqctg_672	LG4	30438155	31131698	693544
seqctg_673	LG6	13987698	14786157	798460
seqctg_674	LG8	10975053	11204571	229519
seqctg_675	LG8	11210861	11554465	343605
seqctg_676	LG1	56033656	56233989	200334
seqctg_677	LG1	56237150	56451712	214563
seqctg_678	LG3	41781667	42662059	880393
seqctg_679	LG0	95120812	96107605	986794
seqctg_680	LG1	56454566	56683099	228534
seqctg_681	LG3	42666775	43121934	455160
seqctg_682	LG1	56691045	57486259	795215
seqctg_683	LG4	31141298	31337977	196680
seqctg_684	LG0	96116551	96533465	416915
seqctg_685	LG0	96534446	97324184	789739
seqctg_686	LG1	57486403	58031493	545091
seqctg_687	LG1	58032046	58078750	46705
seqctg_688	LG0	97324629	98126620	801992
seqctg_689	LG7	16160159	16378463	218305
seqctg_690	LG7	16386823	16409015	22193
seqctg_691	LG6	14790904	14945898	154995
seqctg_692	LG3	43128823	43379260	250438
seqctg_693	LG4	31347241	32167508	820268
seqctg_694	LG0	98130273	98584065	453793
seqctg_695	LG3	43381982	43882856	500875
seqctg_696	LG0	98587058	98635456	48399
seqctg_697	LG2	43231126	44030533	799408
seqctg_698	LG0	98643074	99459280	816207
seqctg_699	LG1	58085257	58188529	103273
seqctg_700	LG2	44034939	44875720	840782
seqctg_701	LG5	23786250	24721472	935223
seqctg_702	LG1	58192446	58511482	319037
seqctg_703	LG0	99468117	99946296	478180
seqctg_704	LG0	99953140	100176121	222982
seqctg_705	LG2	44877314	45395304	517991
seqctg_706	LG0	100181925	100452416	270492
seqctg_707	LG6	14947823	15510520	562698
seqctg_708	LG2	45399965	45725298	325334
seqctg_709	LG1	58519930	58633439	113510
seqctg_710	LG7	17316752	17925136	608385
seqctg_711	LG1	58642249	59567548	925300
seqctg_712	LG0	100458008	101305175	847168
seqctg_713	LG2	45735032	45868695	133664
seqctg_714	LG1	59573670	60517163	943494
seqctg_715	LG0	101312536	101437742	125207
seqctg_716	LG1	60520694	61405958	885265
seqctg_717	LG2	45875579	46191003	315425
seqctg_718	LG2	46192349	46895180	702832
seqctg_719	LG4	32175015	32650148	475134
seqctg_720	LG4	32652956	32993027	340072
seqctg_721	LG0	101440321	102032199	591879
seqctg_722	LG6	15519190	15963430	444241
seqctg_723	LG6	15967154	16348138	380985
seqctg_724	LG5	24729569	24821126	91558
seqctg_725	LG7	17927587	18366584	438998
seqctg_726	LG3	43888421	44274757	386337
seqctg_727	LG4	32997813	33195415	197603
seqctg_728	LG4	33195649	33638076	442428
seqctg_729	LG5	24830425	25379507	549083
seqctg_730	LG3	44280997	44849765	568769
seqctg_731	LG2	46900185	47226320	326136
seqctg_732	LG0	102036312	102472933	436622
seqctg_733	LG1	61407002	61669736	262735
seqctg_734	LG7	18375269	18455336	80068
seqctg_735	LG5	25384302	25434101	49800
seqctg_736	LG0	102481313	102853997	372685
seqctg_737	LG0	102859194	103031271	172078
seqctg_738	LG3	44855934	45483256	627323
seqctg_739	LG6	16355419	16620999	265581
seqctg_740	LG5	25438583	25580999	142417
seqctg_741	LG2	47233327	47817597	584271
seqctg_742	LG5	25589607	25830336	240730
seqctg_743	LG4	33640244	34093412	453169
seqctg_744	LG3	45484871	46319253	834383
seqctg_745	LG7	19360266	19379978	19713
seqctg_746	LG3	46321847	47126470	804624
seqctg_747	LG3	47130452	48003881	873430
seqctg_748	LG2	47823148	48818992	995845
seqctg_749	LG1	61675340	61888745	213406
seqctg_750	LG6	16628858	17012549	383692
seqctg_751	LG6	17021169	17805629	784461
seqctg_752	LG4	34102032	34978807	876776
seqctg_753	LG0	103039430	103625195	585766
seqctg_754	LG10	3312999	3821480	508482
seqctg_755	LG6	17808901	18284928	476028
seqctg_756	LG4	34985225	35805489	820265
seqctg_757	LG8	11562707	11567477	4771
seqctg_758	LG1	61898249	61902720	4472
seqctg_759	LG2	48825180	49236792	411613
seqctg_760	LG0	103626465	103852379	225915
seqctg_761	LG0	103862000	104493620	631621
seqctg_762	LG0	104496075	104666192	170118
seqctg_763	LG3	48006862	48870297	863436
seqctg_764	LG2	49241028	49558123	317096
seqctg_765	LG1	61906248	62406031	499784
seqctg_766	LG1	62414237	62760242	346006
seqctg_767	LG0	104669438	104712394	42957
seqctg_768	LG5	25831405	26530866	699462
seqctg_769	LG8	11575482	12377134	801653
seqctg_770	LG2	49558368	50135975	577608
seqctg_771	LG3	48877504	49725378	847875
seqctg_772	LG1	62763301	62963998	200698
seqctg_773	LG2	50139567	50252305	112739
seqctg_774	LG4	35808511	36248113	439603
seqctg_775	LG0	104712756	104840553	127798
seqctg_776	LG0	104841400	105097724	256325
seqctg_777	LG3	49730220	49951931	221712
seqctg_778	LG1	62969005	63594115	625111
seqctg_779	LG6	18285670	18902994	617325
seqctg_780	LG1	63602891	63777617	174727
seqctg_781	LG0	105105446	105629993	524548
seqctg_782	LG6	18906090	19131324	225235
seqctg_783	LG0	105636187	106147689	511503
seqctg_784	LG6	19134541	19536816	402276
seqctg_785	LG2	50261907	50634974	373068
seqctg_786	LG0	106156057	106914407	758351
seqctg_787	LG3	49961814	50509297	547484
seqctg_788	LG2	50636770	51359184	722415
seqctg_789	LG4	36252319	36906604	654286
seqctg_790	LG3	50510622	50744330	233709
seqctg_791	LG0	106922411	107600102	677692
seqctg_792	LG1	63785818	64487837	702020
seqctg_793	LG6	19542098	19588394	46297
seqctg_794	LG6	19596524	20218765	622242
seqctg_795	LG3	50750295	50949995	199701
seqctg_796	LG3	50955202	51552773	597572
seqctg_797	LG5	26531229	27080315	549087
seqctg_798	LG2	51368327	52225780	857454
seqctg_799	LG4	36916393	37070723	154331
seqctg_800	LG3	51559260	52508603	949344
seqctg_801	LG3	52512056	53010733	498678
seqctg_802	LG6	20222038	20953906	731869
seqctg_803	LG1	64495010	64567876	72867
seqctg_804	LG0	107601858	107671102	69245
seqctg_805	LG1	64570292	65533486	963195
seqctg_806	LG3	53020017	53908560	888544
seqctg_807	LG2	52230512	52885848	655337
seqctg_808	LG0	107673208	108526760	853553
seqctg_809	LG1	65542740	66164115	621376
seqctg_810	LG1	66170338	66938530	768193
seqctg_811	LG2	52894835	52922379	27545
seqctg_812	LG7	20282035	20875674	593640
seqctg_813	LG10	3827985	4262389	434405
seqctg_814	LG1	66940863	67167112	226250
seqctg_815	LG8	12387035	12696989	309955
seqctg_816	LG5	27083325	27819341	736017
seqctg_817	LG1	67169843	67757477	587635
seqctg_818	LG1	67767080	68430329	663250
seqctg_819	LG3	53912323	54243079	330757
seqctg_820	LG2	52929050	53775212	846163
seqctg_821	LG2	53780988	54595476	814489
seqctg_822	LG6	20959821	21819677	859857
seqctg_823	LG8	12698615	13475245	776631
seqctg_824	LG1	68436115	69216103	779989
seqctg_825	LG1	69220906	69221861	956
seqctg_826	LG2	54605096	54925335	320240
seqctg_827	LG0	108528650	109376425	847776
seqctg_828	LG8	13478588	13992272	513685
seqctg_829	LG7	20885609	21563131	677523
seqctg_830	LG10	4272218	4602791	330574
seqctg_831	LG8	13999382	14629745	630364
seqctg_832	LG5	27821234	28414634	593401
seqctg_833	LG0	109377364	109904350	526987
seqctg_834	LG2	54925923	55675741	749819
seqctg_835	LG0	109911643	110113476	201834
seqctg_836	LG0	110119766	110569943	450178
seqctg_837	LG0	110577537	111518752	941216
seqctg_838	LG1	69228999	70146199	917201
seqctg_839	LG5	28416504	28564536	148033
seqctg_840	LG5	28568137	29231571	663435
seqctg_841	LG2	55678450	56252427	573978
seqctg_842	LG0	111525253	112017620	492368
seqctg_843	LG2	56259835	56633142	373308
seqctg_844	LG3	54252049	54794932	542884
seqctg_845	LG2	56637309	57462305	824997
seqctg_846	LG2	57466148	58454205	988058
seqctg_847	LG5	29233717	29781846	548130
seqctg_848	LG4	37075897	37526638	450742
seqctg_849	LG3	54800727	55391299	590573
seqctg_850	LG2	58462660	59223540	760881
seqctg_851	LG2	59224431	59589064	364634
seqctg_852	LG5	29787873	30087044	299172
seqctg_853	LG1	70146730	70639684	492955
seqctg_854	LG7	21570988	21872119	301132
seqctg_855	LG1	70639914	70840839	200926
seqctg_856	LG3	55397425	56150833	753409
seqctg_857	LG3	56155031	56797105	642075
seqctg_858	LG0	112019840	112815362	795523
seqctg_859	LG0	112820485	112874032	53548
seqctg_860	LG5	30088386	30104820	16435
seqctg_861	LG5	30114133	31029647	915515
seqctg_862	LG2	59598867	60290535	691669
seqctg_863	LG0	112881435	113581657	700223
seqctg_864	LG1	70844795	71668613	823819
seqctg_865	LG1	71670650	72495452	824803
seqctg_866	LG7	21878477	22154183	275707
seqctg_867	LG3	56797317	57035999	238683
seqctg_868	LG1	72504070	73021236	517167
seqctg_869	LG1	73023672	73091083	67412
seqctg_870	LG2	60293532	60942456	648925
seqctg_871	LG1	73100454	73989112	888659
seqctg_872	LG3	57036788	57366925	330138
seqctg_873	LG3	57370963	57720483	349521
seqctg_874	LG3	57722034	58406232	684199
seqctg_875	LG7	22161815	22944327	782513
seqctg_876	LG0	113587207	114546816	959610
seqctg_877	LG5	31033679	31724301	690623
seqctg_878	LG2	60952183	61304667	352485
seqctg_879	LG4	37535762	38376766	841005
seqctg_880	LG5	31727506	32547175	819670
seqctg_881	LG8	14637764	15232956	595193
seqctg_882	LG0	114550444	114874521	324078
seqctg_883	LG0	114879124	115536089	656966
seqctg_884	LG0	115543822	115958518	414697
seqctg_885	LG7	22950852	23274913	324062
seqctg_886	LG0	115961851	116603164	641314
seqctg_887	LG0	116612920	117504749	891830
seqctg_888	LG2	61309047	61513276	204230
seqctg_889	LG1	73992584	74178866	186283
seqctg_890	LG4	38384486	39284723	900238
seqctg_891	LG5	32551343	32931711	380369
seqctg_892	LG0	117505822	118463743	957922
seqctg_893	LG0	118465956	119429160	963205
seqctg_894	LG3	58408418	58825173	416756
seqctg_895	LG2	61515879	62057527	541649
seqctg_896	LG6	21825924	21968845	142922
seqctg_897	LG2	62061618	62891060	829443
seqctg_898	LG2	62898113	62946541	48429
seqctg_899	LG2	62950774	63254509	303736
seqctg_900	LG5	32933671	33817534	883864
seqctg_901	LG4	39294724	39492516	197793
seqctg_902	LG5	33824550	34354704	530155
seqctg_903	LG2	63260478	63276635	16158
seqctg_904	LG1	74188436	75068127	879692
seqctg_905	LG2	63279477	64061027	781551
seqctg_906	LG4	39502058	39748592	246535
seqctg_907	LG2	64064416	64687419	623004
seqctg_908	LG0	119438948	120437776	998829
seqctg_909	LG4	39752457	40089437	336981
seqctg_910	LG2	64696185	65657275	961091
seqctg_911	LG4	40097605	40141063	43459
seqctg_912	LG4	40145325	40486871	341547
seqctg_913	LG8	15237259	15864698	627440
seqctg_914	LG4	40495898	41277339	781442
seqctg_915	LG0	120443325	120598115	154791
seqctg_916	LG6	21969129	22758387	789259
seqctg_917	LG0	120599547	120946422	346876
seqctg_918	LG1	75076400	75898212	821813
seqctg_919	LG7	23284529	23356084	71556
seqctg_920	LG0	120947608	121749293	801686
seqctg_921	LG1	75904037	76392289	488253
seqctg_922	LG2	65663454	66538939	875486
seqctg_923	LG1	76396019	76527449	131431
seqctg_924	LG1	76534637	77248901	714265
seqctg_925	LG0	121750105	122610399	860295
seqctg_926	LG3	58829243	59376280	547038
seqctg_927	LG2	66547973	66706226	158254
seqctg_928	LG3	59376886	59677205	300320
seqctg_929	LG5	34359452	34566592	207141
seqctg_930	LG4	41282885	41417648	134764
seqctg_931	LG4	41423312	42001839	578528
seqctg_932	LG5	34566821	34657344	90524
seqctg_933	LG5	34665749	34891243	225495
seqctg_934	LG4	42007052	42757761	750710
seqctg_935	LG2	66711933	66972687	260755
seqctg_936	LG0	122616052	123477678	861627
seqctg_937	LG8	15867421	16113233	245813
seqctg_938	LG3	59680004	60032285	352282
seqctg_939	LG1	77252326	77901643	649318
seqctg_940	LG7	23359285	23667655	308371
seqctg_941	LG3	60033274	60337781	304508
seqctg_942	LG5	34898595	35362053	463459
seqctg_943	LG6	22760270	22948993	188724
seqctg_944	LG0	123482440	124316056	833617
seqctg_945	LG1	77908429	78099769	191341
seqctg_946	LG4	42766745	42996827	230083
seqctg_947	LG5	35362669	35405961	43293
seqctg_948	LG3	60340038	60915119	575082
seqctg_949	LG0	124325193	124608657	283465
seqctg_950	LG4	43005186	43706610	701425
seqctg_951	LG10	4611992	5318790	706799
seqctg_952	LG1	78104665	78381961	277297
seqctg_953	LG0	124614292	125177544	563253
seqctg_954	LG0	125182192	125683328	501137
seqctg_955	LG3	60917089	61036472	119384
seqctg_956	LG0	125684905	126308860	623956
seqctg_957	LG0	126316115	126550132	234018
seqctg_958	LG4	43713704	43871831	158128
seqctg_959	LG2	66976155	67808249	832095
seqctg_960	LG1	78385541	78966372	580832
seqctg_961	LG1	78974705	79127765	153061
seqctg_962	LG2	67808917	68419273	610357
seqctg_963	LG0	126558768	126831200	272433
seqctg_964	LG6	22957403	23890165	932763
seqctg_965	LG6	23895340	24059811	164472
seqctg_966	LG1	79134167	79613239	479073
seqctg_967	LG1	79621327	80591660	970334
seqctg_968	LG1	80600391	80827016	226626
seqctg_969	LG0	126836542	127204624	368083
seqctg_970	LG3	61044498	61276241	231744
seqctg_971	LG7	23670476	24005782	335307
seqctg_972	LG0	127205500	127381699	176200
seqctg_973	LG0	127390666	128204970	814305
seqctg_974	LG0	128208732	128378608	169877
seqctg_975	LG5	35411465	36021952	610488
seqctg_976	LG8	16122061	16659265	537205
seqctg_977	LG2	68426836	69345972	919137
seqctg_978	LG10	5322966	6310078	987113
seqctg_979	LG0	128387962	129385604	997643
seqctg_980	LG3	61280466	61630640	350175
seqctg_981	LG1	80836380	81097229	260850
seqctg_982	LG2	69355327	69773576	418250
seqctg_983	LG6	24067737	24605937	538201
seqctg_984	LG7	24008565	24563718	555154
seqctg_985	LG6	24606088	25031881	425794
seqctg_986	LG1	81099573	81794915	695343
seqctg_987	LG7	24571170	24963947	392778
seqctg_988	LG2	69775539	70451033	675495
seqctg_989	LG0	129394463	130369902	975440
seqctg_990	LG0	130372168	130972069	599902
seqctg_991	LG0	130972629	131387509	414881
seqctg_992	LG5	36024613	36543585	518973
seqctg_993	LG0	131394743	132063371	668629
seqctg_994	LG1	81799014	81960079	161066
seqctg_995	LG3	61634753	61765215	130463
seqctg_996	LG1	81965037	82013704	48668
seqctg_997	LG2	70456578	71388799	932222
seqctg_998	LG1	82017597	82565510	547914
seqctg_999	LG4	43880528	44627931	747404
seqctg_1000	LG2	71396330	71545630	149301
seqctg_1001	LG2	71552929	71695627	142699
seqctg_1002	LG2	71698736	71977119	278384
seqctg_1003	LG2	71985449	72891773	906325
seqctg_1004	LG1	82574996	83229639	654644
seqctg_1005	LG0	132072712	132672027	599316
seqctg_1006	LG4	44637851	45580197	942347
seqctg_1007	LG7	24969428	25172287	202860
seqctg_1008	LG2	72898730	73347150	448421
seqctg_1009	LG1	83235839	83562076	326238
seqctg_1010	LG1	83567608	84211773	644166
seqctg_1011	LG9	7942458	8726262	783805
seqctg_1012	LG1	84218636	84303334	84699
seqctg_1013	LG1	84309124	84413227	104104
seqctg_1014	LG5	36552157	36619479	67323
seqctg_1015	LG2	73356979	73590686	233708
seqctg_1016	LG0	132681878	132953500	271623
seqctg_1017	LG6	25034609	25058444	23836
seqctg_1018	LG6	25058585	25477598	419014
seqctg_1019	LG7	25173500	25534500	361001
seqctg_1020	LG3	61772064	62185076	413013
seqctg_1021	LG0	132957580	133462503	504924
seqctg_1022	LG1	84413931	85273703	859773
seqctg_1023	LG0	133464547	133991771	527225
seqctg_1024	LG0	134001700	134286836	285137
seqctg_1025	LG4	45583432	46537025	953594
seqctg_1026	LG2	73597359	74449285	851927
seqctg_1027	LG4	46541044	47379015	837972
seqctg_1028	LG4	47386104	47839415	453312
seqctg_1029	LG0	134292435	135046160	753726
seqctg_1030	LG1	85282912	85314212	31301
seqctg_1031	LG0	135051550	135707162	655613
seqctg_1032	LG0	135710567	136434533	723967
seqctg_1033	LG0	136438828	136881619	442792
seqctg_1034	LG1	85321059	86133738	812680
seqctg_1035	LG0	136889377	137604434	715058
seqctg_1036	LG2	74451069	75004971	553903
seqctg_1037	LG5	36623036	37448030	824995
seqctg_1038	LG1	86143608	86905253	761646
seqctg_1039	LG1	86905852	87221081	315230
seqctg_1040	LG2	75005477	75059986	54510
seqctg_1041	LG5	37453483	38198381	744899
seqctg_1042	LG1	87222857	88040860	818004
seqctg_1043	LG4	47846153	48844638	998486
seqctg_1044	LG7	25536543	25659497	122955
seqctg_1045	LG0	137611924	138246089	634166
seqctg_1046	LG7	26261467	27011024	749558
seqctg_1047	LG4	48847399	49516016	668618
seqctg_1048	LG2	75065146	75102034	36889
seqctg_1049	LG4	49524091	50494641	970551
seqctg_1050	LG9	8730589	9053153	322565
seqctg_1051	LG3	62194707	62566683	371977
seqctg_1052	LG0	138250478	138616801	366324
seqctg_1053	LG6	25481006	26284904	803899
seqctg_1054	LG0	138619409	138905401	285993
seqctg_1055	LG1	88041258	88336263	295006
seqctg_1056	LG1	88345853	88894521	548669
seqctg_1057	LG1	88901153	89160904	259752
seqctg_1058	LG2	75106259	75375756	269498
seqctg_1059	LG0	138911342	139720835	809494
seqctg_1060	LG2	75377464	75779745	402282
seqctg_1061	LG7	27015202	27830352	815151
seqctg_1062	LG1	89162909	89963699	800791
seqctg_1063	LG5	38200981	38584161	383181
seqctg_1064	LG3	62569286	62682505	113220
seqctg_1065	LG0	139725277	139990167	264891
seqctg_1066	LG0	139996784	140830524	833741
seqctg_1067	LG1	89964109	90041556	77448
seqctg_1068	LG0	140836636	141199449	362814
seqctg_1069	LG3	62682687	63459690	777004
seqctg_1070	LG2	75786176	76719324	933149
seqctg_1071	LG1	90051153	90917068	865916
seqctg_1072	LG1	90921874	91881828	959955
seqctg_1073	LG5	38589862	39418407	828546
seqctg_1074	LG9	9060258	9082604	22347
seqctg_1075	LG1	91884365	92058221	173857
seqctg_1076	LG3	63460400	63666690	206291
seqctg_1077	LG2	76728561	77427939	699379
seqctg_1078	LG6	26287593	26602384	314792
seqctg_1079	LG0	141200830	142054570	853741
seqctg_1080	LG2	77431595	77728046	296452
seqctg_1081	LG3	63671674	64455379	783706
seqctg_1082	LG2	77733816	78405452	671637
seqctg_1083	LG0	142056971	142493128	436158
seqctg_1084	LG9	9091077	10023251	932175
seqctg_1085	LG1	92060923	92547542	486620
seqctg_1086	LG0	142497469	143488401	990933
seqctg_1087	LG4	50498568	50607564	108997
seqctg_1088	LG4	50614643	51239045	624403
seqctg_1089	LG1	92547899	92990211	442313
seqctg_1090	LG0	143493058	143511667	18610
seqctg_1091	LG5	39421716	39833800	412085
seqctg_1092	LG1	92993792	93053223	59432
seqctg_1093	LG4	51239495	52101216	861722
seqctg_1094	LG0	143518357	144506008	987652
seqctg_1095	LG0	144510019	144995231	485213
seqctg_1096	LG3	64463473	64767174	303702
seqctg_1097	LG0	144997825	145448963	451139
seqctg_1098	LG2	78405638	78526063	120426
seqctg_1099	LG2	78534100	78535505	1406
seqctg_1100	LG0	145449738	145885155	435418
seqctg_1101	LG9	10027369	10677917	650549
seqctg_1102	LG5	39843124	40535178	692055
seqctg_1103	LG7	27836442	28437515	601074
seqctg_1104	LG3	64774214	65228634	454421
seqctg_1105	LG1	93060497	93414030	353534
seqctg_1106	LG4	52106675	52597374	490700
seqctg_1107	LG0	145892149	146577955	685807
seqctg_1108	LG2	78537593	79343355	805763
seqctg_1109	LG0	146579768	147518485	938718
seqctg_1110	LG5	40543573	41248852	705280
seqctg_1111	LG0	147523989	147581496	57508
seqctg_1112	LG1	93422371	93763128	340758
seqctg_1113	LG1	93766287	94049841	283555
seqctg_1114	LG8	16668662	17508963	840302
seqctg_1115	LG1	94059711	94697342	637632
seqctg_1116	LG1	94702300	95149212	446913
seqctg_1117	LG0	147587216	147647759	60544
seqctg_1118	LG0	147656815	148635191	978377
seqctg_1119	LG0	148637528	149142852	505325
seqctg_1120	LG1	95149829	95403233	253405
seqctg_1121	LG2	79346097	79704385	358289
seqctg_1122	LG2	79705690	80232393	526704
seqctg_1123	LG2	80233643	80604200	370558
seqctg_1124	LG0	149151487	149428756	277270
seqctg_1125	LG0	149435119	149460461	25343
seqctg_1126	LG2	80604355	80997158	392804
seqctg_1127	LG1	95405115	95771693	366579
seqctg_1128	LG6	26606607	27184062	577456
seqctg_1129	LG1	95780323	96545534	765212
seqctg_1130	LG0	149466517	149926346	459830
seqctg_1131	LG1	96554898	97230615	675718
seqctg_1132	LG1	97234440	97504485	270046
seqctg_1133	LG1	97512093	98283703	771611
seqctg_1134	LG1	98284052	99233286	949235
seqctg_1135	LG4	52602143	53078316	476174
seqctg_1136	LG0	149933150	150470710	537561
seqctg_1137	LG0	150471183	150891204	420022
seqctg_1138	LG0	150898357	151110826	212470
seqctg_1139	LG1	99241197	99982029	740833
seqctg_1140	LG0	151115342	151411457	296116
seqctg_1141	LG7	28441079	29030668	589590
seqctg_1142	LG4	53083652	54014407	930756
seqctg_1143	LG1	99983101	100193065	209965
seqctg_1144	LG0	151413333	152281862	868530
seqctg_1145	LG2	81004377	81609381	605005
seqctg_1146	LG10	6312367	6987525	675159
seqctg_1147	LG0	152290450	153094344	803895
seqctg_1148	LG7	29031334	29135241	103908
seqctg_1149	LG5	41252662	41449632	196971
seqctg_1150	LG7	29144758	29623519	478762
seqctg_1151	LG0	153098205	154064783	966579
seqctg_1152	LG0	154073284	154679081	605798
seqctg_1153	LG7	29626362	29856564	230203
seqctg_1154	LG0	154685102	155448897	763796
seqctg_1155	LG2	81614149	81898335	284187
seqctg_1156	LG1	100202881	100555808	352928
seqctg_1157	LG0	155452703	156381652	928950
seqctg_1158	LG2	81899616	81922076	22461
seqctg_1159	LG0	156385305	157333237	947933
seqctg_1160	LG1	100557760	101109382	551623
seqctg_1161	LG8	17518504	18269854	751351
seqctg_1162	LG5	41453210	42212367	759158
seqctg_1163	LG8	18278225	19036380	758156
seqctg_1164	LG2	81923312	82249144	325833
seqctg_1165	LG3	65234369	65504223	269855
seqctg_1166	LG3	65508064	65748105	240042
seqctg_1167	LG3	65752734	66446940	694207
seqctg_1168	LG6	27188816	27766462	577647
seqctg_1169	LG4	54017781	54120518	102738
seqctg_1170	LG0	157337028	157576623	239596
seqctg_1171	LG1	101119332	101904243	784912
seqctg_1172	LG1	101905016	102082341	177326
seqctg_1173	LG1	102090809	102452664	361856
seqctg_1174	LG0	157582199	158455514	873316
seqctg_1175	LG5	42215808	43110795	894988
seqctg_1176	LG9	10679000	11085643	406644
seqctg_1177	LG6	27766687	28752731	986045
seqctg_1178	LG3	66452182	66775456	323275
seqctg_1179	LG5	43117533	44089567	972035
seqctg_1180	LG0	158455692	158851326	395635
seqctg_1181	LG1	102460813	102529700	68888
seqctg_1182	LG5	44094516	44293998	199483
seqctg_1183	LG9	11091013	11571378	480366
seqctg_1184	LG1	102536657	103119434	582778
seqctg_1185	LG3	66785133	67050016	264884
seqctg_1186	LG3	67056011	67301876	245866
seqctg_1187	LG1	103119750	104042954	923205
seqctg_1188	LG6	28760674	29468660	707987
seqctg_1189	LG7	29859209	30410841	551633
seqctg_1190	LG0	158857075	159459139	602065
seqctg_1191	LG2	82250579	82631417	380839
seqctg_1192	LG7	30419917	30423282	3366
seqctg_1193	LG6	29469015	30350838	881824
seqctg_1194	LG4	54128562	54994103	865542
seqctg_1195	LG3	67310228	67772448	462221
seqctg_1196	LG2	82636280	82981603	345324
seqctg_1197	LG0	159464537	160441924	977388
seqctg_1198	LG1	104049307	104401362	352056
seqctg_1199	LG0	160444518	160722447	277930
seqctg_1200	LG1	104404654	105259448	854795
seqctg_1201	LG8	19036520	19857606	821087
seqctg_1202	LG6	30359245	30571855	212611
seqctg_1203	LG9	11580849	11948897	368049
seqctg_1204	LG9	11955202	12047953	92752
seqctg_1205	LG8	19858427	19921948	63522
seqctg_1206	LG0	160724406	161094128	369723
seqctg_1207	LG5	44298540	44709236	410697
seqctg_1208	LG7	31393567	32172273	778707
seqctg_1209	LG0	161100719	161684053	583335
seqctg_1210	LG5	44711481	44889736	178256
seqctg_1211	LG1	105269162	105678324	409163
seqctg_1212	LG1	105679224	105829453	150230
seqctg_1213	LG1	105831487	105844386	12900
seqctg_1214	LG6	30572890	30713325	140436
seqctg_1215	LG0	161688650	162219797	531148
seqctg_1216	LG2	82987080	83411015	423936
seqctg_1217	LG4	54998145	55900978	902834
seqctg_1218	LG4	55901219	56775367	874149
seqctg_1219	LG3	67774340	68278079	503740
seqctg_1220	LG0	162221264	163118763	897500
seqctg_1221	LG5	44889890	45314095	424206
seqctg_1222	LG0	163120908	163857177	736270
seqctg_1223	LG2	83417090	84205626	788537
seqctg_1224	LG7	32180817	32261124	80308
seqctg_1225	LG0	163863527	164335243	471717
seqctg_1226	LG1	105852569	106000039	147471
seqctg_1227	LG6	30713921	31568972	855052
seqctg_1228	LG2	84212540	84412363	199824
seqctg_1229	LG3	68280511	68750784	470274
seqctg_1230	LG5	45324009	45690766	366758
seqctg_1231	LG2	84413003	84895076	482074
seqctg_1232	LG4	56783447	56846337	62891
seqctg_1233	LG3	68755403	68939816	184414
seqctg_1234	LG6	31576954	32411450	834497
seqctg_1235	LG6	32412735	32830038	417304
seqctg_1236	LG3	68942690	69803869	861180
seqctg_1237	LG0	164344661	164669636	324976
seqctg_1238	LG1	106000902	106219002	218101
seqctg_1239	LG9	12057559	12277241	219683
seqctg_1240	LG0	164679339	164837377	158039
seqctg_1241	LG0	164843084	165446241	603158
seqctg_1242	LG3	69808072	70806465	998394
seqctg_1243	LG2	84895552	85539059	643508
seqctg_1244	LG1	106224264	106365348	141085
seqctg_1245	LG10	6989970	7096876	106907
seqctg_1246	LG4	56853331	56880211	26881
seqctg_1247	LG1	106367847	106796607	428761
seqctg_1248	LG1	106801674	107210438	408765
seqctg_1249	LG0	165452340	165873146	420807
seqctg_1250	LG1	107215082	107644697	429616
seqctg_1251	LG0	165878703	165880944	2242
seqctg_1252	LG3	70816422	71182456	366035
seqctg_1253	LG4	56890120	57248371	358252
seqctg_1254	LG8	19926838	20655852	729015
seqctg_1255	LG2	85545447	86333869	788423
seqctg_1256	LG5	45698210	46353806	655597
seqctg_1257	LG4	57253912	58048802	794891
seqctg_1258	LG5	46355323	47205890	850568
seqctg_1259	LG7	33164312	33971544	807233
seqctg_1260	LG1	107650246	108554736	904491
